Data;Classificacao;Descricao;Meio;Valor
17/05/2020;2.4 Entregador;Bruno;CAIXA;98
17/05/2020;2.4 Entregador;Lu;CAIXA;62
17/05/2020;2.2.9 Outros;Diversos;CEF;250,79
17/05/2020;2.2.8 Bebidas;Suco de uva e Coca;CEF;44,6
17/05/2020;2.2.1 Carne;Carnes;CEF;37
17/05/2020;2.2.2 Pao;Pao Compre Bem;CEF;75,51
18/05/2020;2.8.2 Tarifas Bancarias;MP;CEF;28,86
19/05/2020;2.2.2 Pao;Pao Gufe;CEF;329
20/05/2020;2.4 Entregador;Bruno;CAIXA;74
20/05/2020;2.2.1 Carne;Carnes;CEF;215,59
20/05/2020;2.2.9 Outros;Diversos;CEF;79,01
20/05/2020;2.3.4 Outros Descartaveis;Papel Toalha;CEF;34,68
21/05/2020;2.2.4 Insumos;Telefone Taverna;CEF;87,48
21/05/2020;2.2.1 Carne;Carnes;CEF;182,02
21/05/2020;2.4 Entregador;Bruno;CAIXA;94
21/05/2020;2.4 Entregador;Felipe e Maicon;CAIXA;25,6
22/05/2020;2.2.9 Outros;Diversos;CEF;175,17
22/05/2020;2.2.8 Bebidas;Refris;CEF;75,88
22/05/2020;2.2.1 Carne;Carnes;CEF;350,27
22/05/2020;2.4 Entregador;Bruno;CAIXA;81
22/05/2020;2.4 Entregador;Lu;CAIXA;68
22/05/2020;2.4 Entregador;Maikon;CAIXA;9,2
22/05/2020;2.6.3 Despesas em geral;Lanche Pedrao;CAIXA;54
22/05/2020;2.2.1 Carne;Tiras de bacon;CEF;83,7
23/05/2020;2.2.1 Carne;Carnes;CEF;272,82
23/05/2020;2.6.1 Gas de cozinha;Metade Rango;CAIXA;35
23/05/2020;2.4 Entregador;Bruno;CAIXA;70
23/05/2020;2.4 Entregador;Lu;CAIXA;70
23/05/2020;2.4.1 Combustível;Combustível Rod;CEF;50
23/05/2020;2.2.4 Insumos;Sazon;CAIXA;29,9
23/05/2020;2.2.9 Outros;Diversos;CEF;243,96
23/05/2020;2.3.4 Outros Descartaveis;Potes e tampas para molhos viagem;CEF;13,74
24/05/2020;2.4 Entregador;Bruno;CAIXA;114
24/05/2020;2.4 Entregador;Felipe;CAIXA;13,6
24/05/2020;2.2.1 Carne;Carnes;CEF;110,56
24/05/2020;2.2.9 Outros;Diversos;CEF;27,14
26/05/2020;2.8.2 Tarifas Bancarias;MP;CEF;30,1
26/05/2020;2.8 agua, Luz e Aluguel;do mes;CEF;369,86
27/05/2020;2.4 Entregador;Bruno;CAIXA;74
27/05/2020;2.2.2 Pao;Pao Terceiros;CAIXA;105
27/05/2020;2.2.1 Carne;Carnes;CEF;190,37
28/05/2020;2.4 Entregador;Bruno;CAIXA;90
28/05/2020;2.4 Entregador;Franca;CAIXA;78,1
28/05/2020;2.2.9 Outros;Diversos;CEF;238,35
28/05/2020;2.2.8 Bebidas;Coca cola;CEF;29,88
28/05/2020;2.2.1 Carne;Carnes;CEF;228,36
28/05/2020;2.2.1 Carne;Carnes;CEF;269,48
28/05/2020;2.4.1 Combustível;Combustível Rod;CEF;50
29/05/2020;2.4 Entregador;Bruno;CAIXA;82
29/05/2020;2.4 Entregador;Lu;CAIXA;82
29/05/2020;2.2.1 Carne;Carnes;CEF;49,01
29/05/2020;2.2.1 Carne;Carnes;CEF;205,08
29/05/2020;2.2.9 Outros;Diversos;CEF;575,16
29/05/2020;2.2.8 Bebidas;Suco de uva e soda;CEF;86,54
29/05/2020;2.2.5 Hortifrut;Rucula;CEF;32,82
29/05/2020;2.2.1 Carne;Carnes;CEF;287,87
30/05/2020;2.2.5 Hortifrut;Alface, queijo e sal;CEF;87,96
30/05/2020;2.4 Entregador;Bruno;CAIXA;90
30/05/2020;2.4 Entregador;Lu;CAIXA;94
30/05/2020;2.3.4 Outros Descartaveis;Papel acoplado;CAIXA;140
31/05/2020;2.2.9 Outros;Diversos;CEF;253,63
31/05/2020;2.3.4 Outros Descartaveis;KIT Z CLEAN;CEF;9,6
31/05/2020;2.2.4 Insumos;Ovos;CEF;11,99
30/05/2020;2.2.6 Laticínios;Cheddar;CEF;77,94
31/05/2020;2.4 Entregador;Bruno;CAIXA;82
31/05/2020;2.4 Entregador;Lu;CAIXA;74
31/05/2020;2.2.2 Pao;Pao Terceiros;CAIXA;30
31/05/2020;2.8.2 Tarifas Bancarias;Safra;CEF;46,3
31/05/2020;2.8 agua, Luz e Aluguel;Ref. Maio;CEF;1322,43
31/05/2020;2.2.2 Pao;Pao Gufe;CEF;269
31/05/2020;2.8.2 Tarifas Bancarias;MP;CEF;42,44
31/05/2020;2.2.1 Carne;Carnes;CEF;181,71
31/05/2020;2.4 Entregador;Ifood;CEF;2018,22
03/06/2020;2.4 Entregador;Bruno;CAIXA;62
03/06/2020;2.2.1 Carne;Carnes;CEF;185,34
04/06/2020;2.4 Entregador;Bruno;CAIXA;70
04/06/2020;2.4 Entregador;Lu;CAIXA;54
04/06/2020;2.2.9 Outros;Diversos;CEF;119,98
04/06/2020;2.2.8 Bebidas;Coca cola;CEF;61,2
04/06/2020;2.2.1 Carne;Carnes;CEF;121
05/06/2020;2.6.3 Despesas em geral;Bolo de aniver Bruno;CEF;51
05/06/2020;2.4 Entregador;Bruno;CAIXA;94
05/06/2020;2.4 Entregador;Lu;CAIXA;82
05/06/2020;2.4.1 Combustível;Combustível Gui;CEF;50
05/06/2020;2.2.1 Carne;Carnes;CEF;220,05
05/06/2020;2.8.1 Ambiente e Manutencao;Chuveiro ;CEF;58,7
06/06/2020;2.2.9 Outros;Diversos;CEF;283,16
06/06/2020;2.2.8 Bebidas;Diversos;CEF;187,76
06/06/2020;2.4 Entregador;Bruno;CAIXA;90
06/06/2020;2.4 Entregador;Lu;CAIXA;82
06/06/2020;2.6.1 Gas de cozinha;Cozinha;CAIXA;68
06/06/2020;2.2.1 Carne;Carnes;CEF;307,72
06/06/2020;2.2.9 Outros;Diversos;CEF;194,89
06/06/2020;2.2.8 Bebidas;Diversos;CEF;75,36
06/06/2020;2.4.1 Combustível;Combustível Rod;CEF;50
06/06/2020;2.3.4 Outros Descartaveis;Sacola kraft;CEF;199,99
07/06/2020;2.4 Entregador;Bruno;CAIXA;82
07/06/2020;2.4 Entregador;Lu;CAIXA;82
07/06/2020;2.2.1 Carne;Carnes;CEF;182,72
07/06/2020;2.2.9 Outros;Diversos;CEF;94,69
07/06/2020;2.2.8 Bebidas;Diversos;CEF;35,66
07/06/2020;2.3.4 Outros Descartaveis;Saco de lixo;CEF;28,7
07/06/2020;2.8.2 Tarifas Bancarias;MP;CEF;52,49
08/06/2020;2.2.2 Pao;Pao Gufe;CEF;322,8
09/06/2020;2.8.1 Ambiente e Manutencao;Canetas e grampeador;CEF;31,6
09/06/2020;2.2.4 Insumos;Tempero???;CEF;30,03
10/06/2020;2.2.1 Carne;Carnes;CEF;193,5
10/06/2020;2.2.9 Outros;Diversos;CEF;559,43
10/06/2020;2.4 Entregador;Bruno;CAIXA;102
11/06/2020;2.2.1 Carne;Carnes e alface;CEF;283,33
11/06/2020;2.2.1 Carne;Carnes;CEF;290,38
11/06/2020;2.6.3 Despesas em geral;Experimentando Taverna Hamburgueria;CEF;21
11/06/2020;2.4 Entregador;Michele;CAIXA;70
11/06/2020;2.4 Entregador;Franca;CAIXA;62
12/06/2020;2.2.1 Carne;Carnes;CEF;286,6
12/06/2020;2.2.9 Outros;Diversos;CEF;352,28
12/06/2020;2.2.8 Bebidas;Refris e suco;CEF;69,6
12/06/2020;2.3.4 Outros Descartaveis;Potinho para molho;CEF;53,9
12/06/2020;2.4 Entregador;Michele;CAIXA;78
12/06/2020;2.4 Entregador;Bruno;CAIXA;94
12/06/2020;2.2.8 Bebidas;Hidromel;CAIXA;240
13/06/2020;2.2.1 Carne;Carnes;CEF;291,58
13/06/2020;2.2.9 Outros;Diversos;CEF;239,93
13/06/2020;2.2.8 Bebidas;Refris;CEF;150,96
13/06/2020;2.3.4 Outros Descartaveis;Potinho para molho;CEF;19,44
13/06/2020;2.4 Entregador;Michele;CAIXA;66
13/06/2020;2.4 Entregador;Bruno;CAIXA;82
14/06/2020;2.2.9 Outros;Diversos;CEF;197,2
14/06/2020;2.2.1 Carne;Carnes;CEF;158,41
14/06/2020;2.4.1 Combustível;Combustível Rod;CEF;50
14/06/2020;2.4 Entregador;Michele;CAIXA;50
14/06/2020;2.4 Entregador;Bruno;CAIXA;50
16/06/2020;2.8.2 Tarifas Bancarias;MP;CEF;39,6
16/06/2020;2.2.8 Bebidas;Ref maio;CEF;67,1
16/06/2020;2.2.2 Pao;Pao Gufe;CEF;399,3
16/06/2020;2.2.2 Pao;Pao Gufe;CEF;414,5
17/06/2020;2.2.1 Carne;Carnes;CEF;151,34
17/06/2020;2.4 Entregador;Bruno;CAIXA;82
18/06/2020;2.2.9 Outros;Diversos;CEF;103,35
18/06/2020;2.3.4 Outros Descartaveis;Potinho para molho;CEF;31,5
18/06/2020;2.2.1 Carne;Carne de Soja;CEF;51
18/06/2020;2.8.1 Ambiente e Manutencao;Bobina impressora;CEF;52
18/06/2020;2.2.9 Outros;Diversos;CEF;170,63
18/06/2020;2.2.8 Bebidas;Refris;CEF;78,48
18/06/2020;2.4 Entregador;Bruno;CAIXA;70
18/06/2020;2.4 Entregador;Lu;CAIXA;20
19/06/2020;2.2.1 Carne;Carnes;CEF;272,55
19/06/2020;2.4.1 Combustível;Combustível Gui;CEF;50
19/06/2020;2.4.1 Combustível;Combustível Rod;CEF;50
19/06/2020;2.2.9 Outros;Diversos;CEF;197,5
19/06/2020;2.4 Entregador;Bruno;CAIXA;62
19/06/2020;2.4 Entregador;Lu;CAIXA;62
19/06/2020;2.2.9 Outros;assai;CEF;75,3
20/06/2020;2.2.9 Outros;Diversos;CEF;138,25
20/06/2020;2.2.8 Bebidas;Pepsi;CEF;26,94
20/06/2020;2.6.1 Gas de cozinha;Cozinha;CEF;55
20/06/2020;2.4 Entregador;Bruno;CAIXA;50
20/06/2020;2.4 Entregador;Lu;CAIXA;58
21/06/2020;2.2.9 Outros;Diversos;CEF;96,52
21/06/2020;2.4 Entregador;Bruno;CAIXA;122
21/06/2020;2.2.1 Carne;Carnes;CEF;126,1
21/06/2020;2.4.1 Combustível;Combustível Bah;CEF;100,28
23/06/2020;2.8.2 Tarifas Bancarias;10/ Emprestimo;CEF;419
23/06/2020;2.8.2 Tarifas Bancarias;MP;CEF;25,57
24/06/2020;2.2.1 Carne;Carnes;CEF;179,77
24/06/2020;2.2.8 Bebidas;Refri Coca;CEF;26,28
24/06/2020;2.2.8 Bebidas;Diversos;CEF;315,37
24/06/2020;2.4 Entregador;Bruno;CAIXA;94
25/06/2020;2.2.1 Carne;Carnes;CEF;216,27
25/06/2020;2.4 Entregador;Bruno;CAIXA;54
25/06/2020;2.2.2 Pao;Pao;CAIXA;48
26/06/2020;2.8.2 Tarifas Bancarias;MP;CEF;5,4
26/06/2020;2.2.2 Pao;Pao;CEF;325
26/06/2020;2.8 agua, Luz e Aluguel;Ref. A maio;CEF;428,7
26/06/2020;2.2.1 Carne;Carnes;CEF;188,25
27/06/2020;2.2.5 Hortifrut;Jalapenos;CEF;168,9
26/06/2020;2.4 Entregador;Bruno;CAIXA;66
26/06/2020;2.4 Entregador;Michele;CAIXA;70
26/06/2020;2.2.9 Outros;Diversos;CEF;219,29
26/06/2020;2.2.8 Bebidas;Diversos;CEF;185,94
27/06/2020;2.2.1 Carne;Carnes;CEF;295,58
27/06/2020;2.4 Entregador;Bruno;CAIXA;58
27/06/2020;2.4 Entregador;Michele;CAIXA;58
28/06/2020;2.4 Entregador;Bruno;CAIXA;90
29/06/2020;2.4.1 Combustível;Combustível Rod;CEF;50
29/06/2020;2.2.4 Insumos;Tempero???;CEF;33,58
29/06/2020;2.8 agua, Luz e Aluguel;Ref. Junho;CEF;1173,5
30/06/2020;2.8.2 Tarifas Bancarias;MP;CEF;13,59
30/06/2020;2.8.2 Tarifas Bancarias;CEF;CEF;20
30/06/2020;2.8.2 Tarifas Bancarias;SAFRA DEBITOS;CEF;90,25
30/06/2020;2.4 Entregador;Porcentagem;CEF;1499,4
01/07/2020;2.2.2 Pao;Pao;CAIXA;147
01/07/2020;2.2.5 Hortifrut;Rúcula e alface;CEF;29,96
01/07/2020;2.2.8 Bebidas;Diversos;CEF;135,9
01/07/2020;2.2.9 Outros;Diversos;CEF;87,18
01/07/2020;2.4 Entregador;Bruno;CAIXA;54
02/07/2020;2.4 Entregador;Bruno;CAIXA;62
02/07/2020;2.2.1 Carne;Carnes;CEF;190,37
02/07/2020;2.2.2 Pao;Pao Gufe;CEF;66,3
03/07/2020;2.4 Entregador;Bruno;CAIXA;50
03/07/2020;2.6.1 Gas de cozinha;Cozinha;CAIXA;65
03/07/2020;2.2.1 Carne;Carnes;CAIXA;221,88
04/07/2020;2.4 Entregador;Bruno;CAIXA;112
04/07/2020;2.2.9 Outros;Diversos;CEF;128,16
04/07/2020;2.2.8 Bebidas;Refris;CEF;86,28
04/07/2020;2.8.2 Tarifas Bancarias;MP;CEF;6,58
05/07/2020;2.2.8 Bebidas;Ref. Junho;CEF;67,1
05/07/2020;2.4.1 Combustível;Combustível Bah;CEF;100,01
05/07/2020;2.4 Entregador;Bruno;CAIXA;90
05/07/2020;2.2.1 Carne;Carnes;CAIXA;96,41
05/07/2020;2.2.9 Outros;Diversos;CEF;196,43
08/07/2020;2.2.6 Laticínios;Cheddar;CAIXA;72
08/07/2020;2.4 Entregador;Bruno;CAIXA;50
08/07/2020;2.2.1 Carne;Carnes;CEF;86,99
09/07/2020;2.8.2 Tarifas Bancarias;MP;CEF;0,49
09/07/2020;2.2.2 Pao;Pao Gufe;CEF;167
09/07/2020;2.2.1 Carne;Carnes;CEF;68,87
09/07/2020;2.2.1 Carne;Carnes?;CEF;65
09/07/2020;2.4 Entregador;Bruno;CAIXA;62
10/07/2020;2.2.1 Carne;Carnes;CEF;185,38
09/07/2020;2.2.8 Bebidas;Diversos;CEF;165,54
10/07/2020;2.4 Entregador;Bruno;CAIXA;98
10/07/2020;2.3.4 Outros Descartaveis;Papel acoplado + Kraft;CEF;408
11/07/2020;2.4 Entregador;Bruno;CAIXA;98
11/07/2020;2.2.6 Laticínios;Queijos e diversos;CEF;459,38
11/07/2020;2.2.1 Carne;Carnes;CEF;189,8
11/07/2020;2.4.1 Combustível;Combustível Rod;CEF;50
11/07/2020;2.2.5 Hortifrut;Rúcula;CEF;6,87
12/07/2020;2.2.1 Carne;Bacon fatiado;CEF;19,98
12/07/2020;2.3.4 Outros Descartaveis;Esponjas e saco de lixo;CEF;28,77
12/07/2020;2.4 Entregador;Bruno;CAIXA;86
12/07/2020;2.8.2 Tarifas Bancarias;MP;CEF;2,39
15/07/2020;2.2.2 Pao;Bacon, Rúcula e Pao hotdog;CEF;125,44
15/07/2020;2.4 Entregador;Bruno;CAIXA;50
15/07/2020;2.2.1 Carne;Carnes;CEF;185,53
16/07/2020;2.2.8 Bebidas;Ambev;CAIXA;404
16/07/2020;2.4 Entregador;Bruno;CAIXA;70
16/07/2020;2.2.9 Outros;Diversos;CEF;31,78
17/07/2020;2.2.9 Outros;Diversos;CEF;303,11
17/07/2020;2.4.1 Combustível;Combustível Rod;CEF;50
17/07/2020;2.2.1 Carne;Carnes;CEF;222,14
17/07/2020;2.4 Entregador;Bruno;CAIXA;90
18/07/2020;2.8.2 Tarifas Bancarias;MP;CEF;1,39
18/07/2020;2.2.2 Pao;Pao GUFE;CEF;223,7
18/07/2020;2.2.1 Carne;Carnes;CEF;197,53
18/07/2020;2.4 Entregador;Bruno;CAIXA;90
19/07/2020;2.8.2 Tarifas Bancarias;10/ Emprestimo;CEF;419
19/07/2020;2.2.5 Hortifrut;Rúcula e Alface;CEF;6,77
19/07/2020;2.8.2 Tarifas Bancarias;MP;CEF;4,27
19/07/2020;2.4.1 Combustível;Combustível Gui;CEF;50
19/07/2020;2.2.2 Pao;Pao de hamburguer;CEF;54,62
19/07/2020;2.4 Entregador;Bruno;CAIXA;50
22/07/2020;2.2.2 Pao;Pao GUFE;CEF;104
22/07/2020;2.6.3 Despesas em geral;Almoco do toldo;CEF;64,99
22/07/2020;2.4 Entregador;Bruno;CAIXA;50
22/07/2020;2.2.8 Bebidas;agua com gas;CAIXA;3,5
22/07/2020;2.6.1 Gas de cozinha;Cozinha;CAIXA;65
22/07/2020;2.3.4 Outros Descartaveis;Solupan;CEF;55,8
22/07/2020;2.2.1 Carne;Carnes + Alface e Rúcula;CEF;72,74
23/07/2020;2.4 Entregador;Bruno;CAIXA;70
23/07/2020;2.2.5 Hortifrut;Tomate e manteiga;CEF;14,99
24/07/2020;2.2.9 Outros;Diversos;CEF;429,05
24/07/2020;2.4 Entregador;Bruno;CAIXA;94
24/07/2020;2.2.1 Carne;Carnes;CEF;193,12
25/07/2020;2.4.1 Combustível;Combustível Rod;CEF;50
25/07/2020;2.2.9 Outros;Diversos;CEF;187,18
25/07/2020;2.2.1 Carne;Carnes;CEF;91,09
25/07/2020;2.4 Entregador;Bruno;CAIXA;94
26/07/2020;2.2.1 Carne;Carnes ??;CEF;63,79
27/07/2020;2.8.1 Ambiente e Manutencao;Tintas ;CEF;91,8
26/07/2020;2.4 Entregador;Bruno;CAIXA;58
27/07/2020;2.6.3 Despesas em geral;Almoco Pandas ;CEF;57
27/07/2020;2.8.2 Tarifas Bancarias;MP;CEF;12,05
27/07/2020;2.3.4 Outros Descartaveis;Vassoura, espanador, alcool em gel, etc;CEF;90,88
27/07/2020;2.8.1 Ambiente e Manutencao;Ganchos e rolos;CEF;31
29/07/2020;2.2.2 Pao;Pao GUFE;CEF;128,7
29/07/2020;2.8 agua, Luz e Aluguel;Ref. Junho;CEF;367,66
29/07/2020;2.8 agua, Luz e Aluguel;Ref. Julho;CEF;1173,5
29/07/2020;2.2.1 Carne;Carnes;CEF;90,12
29/07/2020;2.4 Entregador;Bruno;CAIXA;54
30/07/2020;2.2.9 Outros;assai;CEF;178,33
30/07/2020;2.3.4 Outros Descartaveis;Papel Filme;CEF;20,7
30/07/2020;2.4.1 Combustível;Combustível Rod;CEF;50
30/07/2020;2.2.1 Carne;Carnes;CEF;127,56
30/07/2020;2.4 Entregador;Bruno;CAIXA;50
30/07/2020;2.9 Marketing;Ana Paula;CEF;36,3
31/07/2020;2.8.2 Tarifas Bancarias;MP;CEF;0,68
31/07/2020;2.8.2 Tarifas Bancarias;CEF Transferencias;CEF;1,1
31/07/2020;2.9 Marketing;Ricardo;CEF;26,8
31/07/2020;2.2.9 Outros;Diversos;CEF;97,55
31/07/2020;2.2.1 Carne;Carnes;CEF;90,01
31/07/2020;2.8.2 Tarifas Bancarias;TEDs e Cobrancas;CEF;129,2
31/07/2020;2.8.2 Tarifas Bancarias;MP;CEF;4
31/07/2020;2.4 Entregador;Bruno ;CAIXA;98
31/07/2020;2.2.8 Bebidas;Ambev;CAIXA;60
31/07/2020;2.4 Entregador;JULHO;CEF;877,82
01/08/2020;2.4.1 Combustível;Combustível Bah;CEF;125,02
01/08/2020;2.4 Entregador;Bruno;CAIXA;86
01/08/2020;2.2.9 Outros;Diversos;CEF;55,18
01/08/2020;2.2.9 Outros;Diversos;CEF;64,48
01/08/2020;2.2.1 Carne;Carnes;CEF;186,16
02/08/2020;2.4 Entregador;Bruno;CAIXA;66
01/08/2020;2.2.2 Pao;Pao;CEF;33,26
02/08/2020;2.2.2 Pao;Pao;CEF;62,6
05/08/2020;2.4.1 Combustível;Combustível Gui;CEF;50
05/08/2020;2.4 Entregador;Bruno;CAIXA;50
05/08/2020;2.2.1 Carne;Carnes;CEF;110
05/08/2020;2.2.9 Outros;Diversos;CEF;524,6
05/08/2020;2.8.2 Tarifas Bancarias;MP;CEF;5,85
06/08/2020;2.2.2 Pao;Pao GUFE;CEF;132,6
06/08/2020;2.4 Entregador;Bruno;CAIXA;50
06/08/2020;2.6.1 Gas de cozinha;Cozinha;CAIXA;65
06/08/2020;2.2.9 Outros;Diversos;CEF;106,88
06/08/2020;2.3.4 Outros Descartaveis;Papel toalha e saco de lixo;CEF;58,3
06/08/2020;2.2.8 Bebidas;Sucos;CEF;10,14
07/08/2020;2.2.1 Carne;Carnes e Ruculas;CEF;111,36
07/08/2020;2.9 Marketing;Permuta Ricardo;CEF;39,2
07/08/2020;2.4 Entregador;Bruno;CAIXA;62
07/08/2020;2.4 Entregador;Lu;CAIXA;66
07/08/2020;2.2.9 Outros;Diversos;CEF;51,41
08/08/2020;2.2.1 Carne;Carnes??;CEF;53,14
08/08/2020;2.4 Entregador;Bruno;CAIXA;78
08/08/2020;2.2.9 Outros;Diversos;CEF;93,3
09/08/2020;2.2.1 Carne;Carnes???;CEF;190
09/08/2020;2.4 Entregador;Bruno;CAIXA;86
09/08/2020;2.2.6 Laticínios;Leite;CEF;10,95
09/08/2020;2.3.4 Outros Descartaveis;Mascaras protetoras;CEF;10,78
10/08/2020;2.2.4 Insumos;Celular Taverna;CEF;82,42
10/08/2020;2.8.2 Tarifas Bancarias;MP;CEF;12,74
10/08/2020;2.2.8 Bebidas;Mes julho;CEF;47,42
11/08/2020;2.2.8 Bebidas;Ambev;CAIXA;204,78
11/08/2020;2.8.1 Ambiente e Manutencao;Mat eletrico;CAIXA;106
11/08/2020;2.2.2 Pao;Padaria pao com mortadela;CEF;10
11/08/2020;2.2.2 Pao;Padaria pao com mortadela;CEF;5,25
11/08/2020;2.8.1 Ambiente e Manutencao;Mat reforma ;CEF;45,7
12/08/2020;2.4 Entregador;Bruno;CAIXA;66
12/08/2020;2.3.4 Outros Descartaveis;Frascos para alcool em gel;CEF;48,4
12/08/2020;2.2.1 Carne;Carnes;CEF;206,04
12/08/2020;2.3.4 Outros Descartaveis;Borrifadores alcool em gel;CEF;11
12/08/2020;2.8.1 Ambiente e Manutencao;Funil e canetas;CEF;3,47
12/08/2020;2.8.1 Ambiente e Manutencao;Mat eletrico;CAIXA;13,9
12/08/2020;2.2.8 Bebidas;Sucos;CAIXA;22
12/08/2020;2.2.9 Outros;Diversos;CEF;220,18
12/08/2020;2.3.4 Outros Descartaveis;Papel toalha;CEF;30,6
13/08/2020;2.4 Entregador;Bruno;CAIXA;50
13/08/2020;2.2.1 Carne;Carnes;CAIXA;200,44
13/08/2020;2.2.8 Bebidas;Sucos;CAIXA;40
13/08/2020;2.2.9 Outros;Diversos;CEF;108,2
14/08/2020;2.2.8 Bebidas;Sucos;CAIXA;40
14/08/2020;2.4.1 Combustível;Combustível Rod;CEF;50
14/08/2020;2.4 Entregador;Bruno;CAIXA;86
14/08/2020;2.9 Marketing;Isa Pinheiro + premio dia dos pais;CEF;101,2
14/08/2020;2.2.5 Hortifrut;Alface e queijo prato;CEF;26,33
14/08/2020;2.2.9 Outros;Diversos;CEF;184,45
14/08/2020;2.3.4 Outros Descartaveis;Saco de lixo;CEF;48,8
15/08/2020;2.8.2 Tarifas Bancarias;CEF Transferencias;CEF;1,1
15/08/2020;2.8.2 Tarifas Bancarias;MP;CEF;16,75
15/08/2020;2.4 Entregador;Bruno;CAIXA;82
15/08/2020;2.2.8 Bebidas;Heineken;CAIXA;113,88
15/08/2020;2.2.8 Bebidas;Sucos;CAIXA;48
15/08/2020;2.2.1 Carne;Carnes;CEF;199,76
16/08/2020;2.2.9 Outros;Diversos;CEF;401,58
16/08/2020;2.4 Entregador;Bruno;CAIXA;74
17/08/2020;2.2.2 Pao;Pao GUFE;CEF;144,6
17/08/2020;2.2.1 Carne;Pao e carne;CEF;123,91
18/08/2020;2.8.2 Tarifas Bancarias;MP;CEF;11,76
18/08/2020;2.6.3 Despesas em geral;???;CEF;30,1
19/08/2020;2.4 Entregador;Bee;CEF;100
19/08/2020;2.8.1 Ambiente e Manutencao;Copo da felicidade;CEF;26,99
19/08/2020;2.2.8 Bebidas;Sucos;CEF;66
19/08/2020;2.8.1 Ambiente e Manutencao;Modelador de Hamburguer;CEF;59,9
19/08/2020;2.2.1 Carne;Carnes;CEF;213,43
19/08/2020;2.4 Entregador;Bruno;CAIXA;58
20/08/2020;2.2.9 Outros;Diversos;CEF;184
20/08/2020;2.2.8 Bebidas;Coca cola;CEF;26,28
20/08/2020;2.4 Entregador;Bruno;CAIXA;66
21/08/2020;2.3.4 Outros Descartaveis;Mascaras;CEF;27
21/08/2020;2.2.1 Carne;Carnes;CEF;260,56
21/08/2020;2.2.9 Outros;Diversos;CEF;119,3
21/08/2020;2.4.1 Combustível;Combustível Rod;CEF;50
21/08/2020;2.4 Entregador;Bruno;CAIXA;74
22/08/2020;2.2.9 Outros;Diversos;CEF;225,36
22/08/2020;2.2.8 Bebidas;Refris;CEF;57,36
22/08/2020;2.6.1 Gas de cozinha;Gas de cozinha;CEF;65
22/08/2020;2.2.1 Carne;Carnes, pao e canudo para sobremesa;CEF;119,25
22/08/2020;2.4 Entregador;Bruno;CAIXA;70
23/08/2020;2.2.9 Outros;Diversos;CEF;148,87
23/08/2020;2.2.8 Bebidas;Heineken;CEF;99,6
23/08/2020;2.3.4 Outros Descartaveis;Embalagem porcao;CEF;159
23/08/2020;2.4 Entregador;Bruno;CAIXA;78
24/08/2020;2.8.2 Tarifas Bancarias;MP;CEF;29,14
24/08/2020;2.2.2 Pao;Pao GUFE;CEF;228,1
24/08/2020;2.8.2 Tarifas Bancarias;11/ Emprestimo;CEF;419
25/08/2020;2.8.1 Ambiente e Manutencao;Conjuntos de dados;CEF;267,01
25/08/2020;2.4.1 Combustível;Combustível Bah;CEF;73,8
26/08/2020;2.9 Marketing;Ricardo e insta;CEF;60,4
26/08/2020;2.2.2 Pao;Pao GUFE;CEF;252,3
26/08/2020;2.4 Entregador;Bruno;CAIXA;50
26/08/2020;2.2.8 Bebidas;Sucos;CAIXA;66
26/08/2020;2.2.1 Carne;Carnes;CEF;118,21
28/08/2020;2.2.9 Outros;Diversos;CEF;412,61
28/08/2020;2.2.8 Bebidas;Coca cola;CEF;27,48
28/08/2020;2.2.8 Bebidas;Sucos;CEF;58,75
27/08/2020;2.4 Entregador;Bruno;CAIXA;50
30/08/2020;2.2.9 Outros;Diversos;CEF;202,58
30/08/2020;2.2.8 Bebidas;Pepsi;CEF;32,28
30/08/2020;2.4.1 Combustível;Combustível Rod;CEF;50
28/08/2020;2.4 Entregador;Bruno;CEF;62
28/08/2020;2.2.1 Carne;Carnes;CEF;105
29/08/2020;2.2.1 Carne;Carnes;CEF;232
29/08/2020;2.4 Entregador;Bruno;CEF;82
30/08/2020;2.8 agua, Luz e Aluguel;Ref. Agosto;CEF;1408,17
30/08/2020;2.2.1 Carne;Carnes e alface;CEF;127,81
30/08/2020;2.4 Entregador;Bruno;CEF;66
30/08/2020;2.2.5 Hortifrut;Pao de hamburguer e alface;CEF;58,75
31/08/2020;2.8 agua, Luz e Aluguel;Ref. julho;CEF;356,15
31/08/2020;2.8.2 Tarifas Bancarias;MP;CEF;22,9
31/08/2020;2.8.2 Tarifas Bancarias;Safra Debito;CEF;90,63
31/08/2020;2.8.2 Tarifas Bancarias;Safra Credito;CEF;45,53
31/08/2020;2.4 Entregador;Agosto;CEF;698,85
31/08/2020;2.9 Marketing;Ricardo e insta;CEF;72,9
01/09/2020;2.2.2 Pao;Pao GUFE;CEF;200
02/09/2020;2.4 Entregador;Bruno;CAIXA;50
02/09/2020;2.6.1 Gas de cozinha;Cozinha;CEF;70
02/09/2020;2.2.1 Carne;Carnes;CEF;150,44
03/09/2020;2.4 Entregador;Bruno;CAIXA;54
03/09/2020;2.3.5 Caixinhas para Porcoes;Embalagem 500g porcao;CEF;263,9
03/09/2020;2.2.7 Doces;Sorvete;CEF;42,5
03/09/2020;2.2.4 Insumos;Diversos;CEF;125,04
03/09/2020;2.2.8 Bebidas;Coca cola;CEF;62,16
