Data;Classificacao;Descricao;Meio;Valor
03/09/2020;2.3.2 Papel Acoplado;Papel acoplado;CEF;152
03/09/2020;2.2.1 Carne;Carnes;CEF;230,13
04/09/2020;2.4 Entregador;Bruno;CEF;50
04/09/2020;2.4 Entregador;Julio Cesar;CAIXA;50
04/09/2020;2.2.4 Insumos;Diversos;CEF;203,32
04/09/2020;2.2.8 Bebidas;Diversos;CEF;89,7
05/09/2020;2.4 Entregador;Bruno;CAIXA;50
05/09/2020;2.4 Entregador;Julio Cesar;CAIXA;50
05/09/2020;2.3.4 Outros Descartaveis;Lacre ;CEF;32,9
05/09/2020;2.2.4 Insumos;Diversos;CEF;142,13
05/09/2020;2.2.1 Carne;Pernil;CEF;22,56
05/09/2020;2.2.1 Carne;Carnes;CEF;115,87
06/09/2020;2.4 Entregador;Bruno;CEF;68,3
06/09/2020;2.2.1 Carne;Carnes;CEF;69,81
06/09/2020;2.2.4 Insumos;Diversos;CEF;165,62
09/09/2020;2.4 Entregador;Bruno;CAIXA;50
09/09/2020;2.2.1 Carne;Carnes;CEF;226,44
09/09/2020;2.2.1 Carne;Pernil;CAIXA;25,8
11/09/2020;2.2.1 Carne;Carnes;CEF;267,35
10/09/2020;2.2.8 Bebidas;Diversos;CEF;145,22
10/09/2020;2.2.8 Bebidas;Heineken;CEF;99,6
10/09/2020;2.2.3 Congelados;Onion rings;CEF;36
11/09/2020;2.6.1 Gas de cozinha;Cozinha;CAIXA;70
13/09/2020;2.2.4 Insumos;Lemon Pepper;CEF;73,7
12/09/2020;2.2.1 Carne;Carnes;CEF;119,77
11/09/2020;2.2.4 Insumos;Diversos;CEF;269,28
11/09/2020;2.2.8 Bebidas;Coca zero e cafe;CEF;18,27
11/09/2020;2.2.1 Carne;Carnes;CAIXA;75,32
12/09/2020;2.2.4 Insumos;Diversos;CEF;174,43
14/09/2020;2.4 Entregador;Bruno;CEF;248
14/09/2020;2.2.2 Pao;Pao GUFE;CEF;216,5
14/09/2020;2.2.2 Pao;Pao GUFE;CEF;189,9
16/09/2020;2.2.8 Bebidas;Sucos;CEF;66
16/09/2020;2.2.3 Congelados;Cebolas e Batatas;CEF;67,8
16/09/2020;2.2.7 Doces;Bombom;CEF;125,4
16/09/2020;2.2.4 Insumos;Temperos e queijo;CEF;148,9
16/09/2020;2.2.1 Carne;Acem;CEF;236,01
17/09/2020;2.2.8 Bebidas;Refri e agua;CEF;32,88
17/09/2020;2.2.3 Congelados;Frango;CEF;41,34
17/09/2020;2.2.5 Hortifrut;Diversos;CEF;19,27
17/09/2020;2.2.4 Insumos;Diversos;CEF;256,33
20/09/2020;2.2.5 Hortifrut;Rúculas;CEF;1,99
20/09/2020;2.2.4 Insumos;Barbecue;CEF;18,4
20/09/2020;2.2.7 Doces;Mel;CEF;36,5
19/09/2020;2.2.4 Insumos;Diversos;CEF;194,02
19/09/2020;2.2.8 Bebidas;Diversos;CEF;105,96
19/09/2020;2.2.5 Hortifrut;Diversos;CEF;40,94
17/09/2020;2.2.1 Carne;Acem;CEF;234,58
18/09/2020;2.2.1 Carne;Acem;CEF;172,46
20/09/2020;2.4 Entregador;Bruno;CEF;290
20/09/2020;2.2.2 Pao;Pao Compre Bem;CEF;44,16
20/09/2020;2.2.1 Carne;Acem;CEF;146,38
23/09/2020;2.2.1 Carne;Acem;CEF;239,45
23/09/2020;2.2.3 Congelados;Batata frita;CEF;61,2
23/09/2020;2.2.6 Laticínios;cheddar e queijo prato;CEF;145,64
23/09/2020;2.2.8 Bebidas;coca cola e guarana;CEF;52,02
23/09/2020;2.2.5 Hortifrut;Rúcula e Alface;CEF;31,46
23/09/2020;2.6.1 Gas de cozinha;Cozinha;CAIXA;70
24/09/2020;2.2.1 Carne;Acem e carne;CEF;246,52
24/09/2020;2.2.6 Laticínios;Queijo Mussarela;CEF;65,26
24/09/2020;2.2.4 Insumos;maionese;CEF;39,08
24/09/2020;2.2.5 Hortifrut;Pimenta e limao;CEF;13,57
24/09/2020;2.2.8 Bebidas;Heineken coca zero;CEF;125,94
24/09/2020;2.2.8 Bebidas;Hidromel;CAIXA;120
25/09/2020;2.2.8 Bebidas;Ambev;CAIXA;669,2
25/09/2020;2.2.1 Carne;Acem;CEF;236,92
25/09/2020;2.2.5 Hortifrut;Diversos;CEF;29,65
25/09/2020;2.2.6 Laticínios;Queijo e requeijao;CEF;200,8
25/09/2020;2.2.4 Insumos;Catchup;CEF;27,49
25/09/2020;2.2.8 Bebidas;Sucos;CEF;52,8
26/09/2020;2.2.2 Pao;Compre bem;CAIXA;55,9
26/09/2020;2.2.1 Carne;Acem;CAIXA;232,88
26/09/2020;2.4 Entregador;2;CEF;24,98
26/09/2020;2.2.7 Doces;Dadinhos;CEF;150
26/09/2020;2.2.3 Congelados;Batata e onion;CEF;134,7
26/09/2020;2.2.6 Laticínios;Diversos;CEF;176,16
26/09/2020;2.2.5 Hortifrut;Alface;CEF;7,96
26/09/2020;2.2.8 Bebidas;Coca e agua;CEF;68,76
26/09/2020;2.2.4 Insumos;Bacon;CEF;72,66
26/09/2020;2.2.5 Hortifrut;Abacaxi caram e cebola;CEF;61,74
26/09/2020;2.2.4 Insumos;maionese;CEF;40,81
26/09/2020;2.2.8 Bebidas;Coca cola;CEF;29,88
26/09/2020;2.2.2 Pao;Padaria;CAIXA;36
27/09/2020;2.4 Entregador;1;CEF;10,99
27/09/2020;2.2.8 Bebidas;Sucos;CAIXA;39,6
29/09/2020;2.4 Entregador;Bruno;CEF;410,6
29/09/2020;2.2.2 Pao;GUFE;CEF;209,7
29/09/2020;2.2.1 Carne;Acem e Pernil;CEF;279,83
30/09/2020;2.2.2 Pao;GUFE;CEF;225,3
30/09/2020;2.2.1 Carne;Carne Vegetariana;CEF;72
01/10/2020;2.2.1 Carne;Acem;CEF;128,96
01/10/2020;2.2.6 Laticínios;Cheddar;CEF;37
01/10/2020;2.2.5 Hortifrut;Tomate e cebola;CEF;20,43
01/10/2020;2.2.3 Congelados;Batata e aneis de cebola;CEF;68,2
01/10/2020;2.2.1 Carne;Bacon, presunto e Sassami;CEF;102,19
01/10/2020;2.2.8 Bebidas;Agua e Heineken;CEF;73,56
02/10/2020;2.2.5 Hortifrut;Salsa e rucula;CEF;12,96
02/10/2020;2.2.1 Carne;Acem;CEF;203,93
02/10/2020;2.2.8 Bebidas;Sucos;CAIXA;55,2
03/10/2020;2.2.1 Carne;Acem;CAIXA;115,64
03/10/2020;2.2.4 Insumos;farinha de trigo;CEF;28,9
03/10/2020;2.2.5 Hortifrut;Pepino e salada;CEF;90,15
03/10/2020;2.2.7 Doces;Geleia;CEF;4,39
03/10/2020;2.2.6 Laticínios;Queijo prato;CEF;82
03/10/2020;2.2.3 Congelados;Batata Frita;CEF;69,5
04/10/2020;2.2.1 Carne;Acem;CAIXA;240,01
04/10/2020;2.2.2 Pao;Compre bem;CEF;79
04/10/2020;2.2.7 Doces;Bombom;CEF;17,9
04/10/2020;2.2.8 Bebidas;Coca cola;CEF;70,61
04/10/2020;2.2.1 Carne;bacon;CEF;154,35
04/10/2020;2.2.5 Hortifrut;Tomate;CEF;11,32
04/10/2020;2.2.4 Insumos;Maionese;CEF;24,8
04/10/2020;2.6.2 oleo para Fritadeira;Gordura Vegetal;CEF;140
04/10/2020;2.4 Entregador;Guilherme;CAIXA;66
04/10/2020;2.4 Entregador;Bruno;CEF;357,1
07/10/2020;2.2.8 Bebidas;Sucos;CAIXA;60
07/10/2020;2.2.3 Congelados;Batata frita e nuggets;CEF;134,1
07/10/2020;2.2.5 Hortifrut;Tomate e alface;CEF;12,04
07/10/2020;2.2.1 Carne;Acem ;CAIXA;261,7
08/10/2020;2.6.1 Gas de cozinha;Cozinhas;CAIXA;70
08/10/2020;2.2.1 Carne;Acem e Pernil;CAIXA;285,14
08/10/2020;2.2.1 Carne;Sassami e bacon;CEF;162,28
08/10/2020;2.2.8 Bebidas;Refris, agua e Heineken;CEF;245,52
08/10/2020;2.2.6 Laticínios;Requeijao e cheddar;CEF;182,35
08/10/2020;2.2.5 Hortifrut;Hortela;CEF;2,29
08/10/2020;2.2.3 Congelados;Aneis de cebola;CEF;60,54
09/10/2020;2.2.6 Laticínios;Queijo Mussarela;CEF;89,72
09/10/2020;2.2.3 Congelados;Batata palito;CEF;37,2
09/10/2020;2.2.7 Doces;Bombom;CEF;53,7
09/10/2020;2.2.9 Outros;Bobina de saquinhos plasticos;CEF;17,79
09/10/2020;2.2.4 Insumos;Maionese;CEF;24,8
09/10/2020;2.2.5 Hortifrut;Rúculas;CEF;14,37
09/10/2020;2.4 Entregador;Entregadores Ifood;CEF;19,98
09/10/2020;2.4 Entregador;Bee;CAIXA;9,2
10/10/2020;2.2.1 Carne;Apresentado;CEF;9,36
10/10/2020;2.2.6 Laticínios;Queijo Prato;CEF;116,1
10/10/2020;2.2.5 Hortifrut;pimenta e alface;CEF;13,12
10/10/2020;2.2.4 Insumos;Maionese;CEF;11,9
10/10/2020;2.2.1 Carne;Acem;CAIXA;245,8
10/10/2020;2.4 Entregador;Andre;CAIXA;50
11/10/2020;2.2.7 Doces;Doce teta de nega;CEF;18,99
11/10/2020;2.2.8 Bebidas;agua com gas;CEF;10,2
11/10/2020;2.2.5 Hortifrut;Limao, cebola e tomate;CEF;25,18
11/10/2020;2.2.1 Carne;Acem;CAIXA;115,78
13/10/2020;2.2.2 Pao;Gufe;CEF;317,7
14/10/2020;2.2.2 Pao;Gufe;CEF;374,55
14/10/2020;2.2.8 Bebidas;Sucos;CAIXA;62,5
14/10/2020;2.2.1 Carne;Acem;CAIXA;107,75
14/10/2020;2.2.8 Bebidas;Agua, refris e cerveja;CEF;170,48
14/10/2020;2.2.3 Congelados;batata frita;CEF;45,9
14/10/2020;2.2.4 Insumos;paprica;CEF;23,9
14/10/2020;2.2.5 Hortifrut;Tomate e alface;CEF;31,38
14/10/2020;2.2.1 Carne;bacon fatiado;CEF;119,1
15/10/2020;2.2.1 Carne;Acem;CEF;271,92
15/10/2020;2.2.7 Doces;Kitkat;CEF;46,56
16/10/2020;2.2.5 Hortifrut;Diversos;CEF;30,88
16/10/2020;2.2.4 Insumos;Maionese e barbecue;CEF;40,86
16/10/2020;2.2.6 Laticínios;Queijo Prato;CEF;126
16/10/2020;2.2.8 Bebidas;Coca cola;CEF;9,96
16/10/2020;2.2.3 Congelados;Fritas e onions;CEF;69,4
16/10/2020;2.6.1 Gas de cozinha;Cozinha;CAIXA;70
16/10/2020;2.3.2 Papel Acoplado;Papel acoplado;CAIXA;162
16/10/2020;2.4 Entregador;Boleto;CEF;100
16/10/2020;2.4 Entregador;Andre;CAIXA;58
17/10/2020;2.2.1 Carne;Acem e Pernil;CEF;273,7
17/10/2020;2.2.1 Carne;Carne Vegetariana;CEF;90,5
17/10/2020;2.2.8 Bebidas;Refris;CEF;62,88
17/10/2020;2.2.7 Doces;Dadinhos;CEF;99,6
17/10/2020;2.2.4 Insumos;Ovo;CEF;8,7
17/10/2020;2.2.1 Carne;Bacon o kg;CEF;56
17/10/2020;2.2.3 Congelados;Batata frita;CEF;30,6
17/10/2020;2.2.6 Laticínios;Cheddar e requeijao;CEF;148,9
17/10/2020;2.4 Entregador;Andre;CAIXA;58
18/10/2020;2.2.4 Insumos;Limao;CEF;4,06
18/10/2020;2.2.1 Carne;Acem;CEF;133,8
18/10/2020;2.4 Entregador;Bruno;CEF;310
20/10/2020;2.2.2 Pao;GUFE;CEF;240,7
21/10/2020;2.2.1 Carne;Acem;CAIXA;228,2
21/10/2020;2.2.5 Hortifrut;Diversos;CEF;23,13
21/10/2020;2.2.4 Insumos;Coentro e Maionese;CEF;45,6
21/10/2020;2.2.8 Bebidas;Diversos;CEF;311,72
21/10/2020;2.2.6 Laticínios;Queijo Prato;CEF;129,8
21/10/2020;2.2.8 Bebidas;Sucos;CAIXA;70
22/10/2020;2.2.8 Bebidas;Sucos;CAIXA;25
22/10/2020;2.6.1 Gas de cozinha;cozinha;CAIXA;70
22/10/2020;2.2.3 Congelados;Onios nuggests e Batata;CEF;153,3
22/10/2020;2.2.5 Hortifrut;Salsinha;CEF;2,89
23/10/2020;2.2.1 Carne;Acem e Pernil;CEF;398,15
23/10/2020;2.2.3 Congelados;Nuggets e Batata;CEF;92
23/10/2020;2.2.5 Hortifrut;Tomates e alface;CEF;21,57
23/10/2020;2.2.7 Doces;Churros e chocolate;CEF;65,2
23/10/2020;2.2.6 Laticínios;Queijo Prato;CEF;64,9
23/10/2020;2.2.4 Insumos;Catchups;CEF;29,2
23/10/2020;2.2.8 Bebidas;Pepsi;CEF;23,88
23/10/2020;2.2.4 Insumos;Leite;CAIXA;3,5
23/10/2020;2.5 Compra de Jogos;Caixinhas para Love Letter;CEF;60,17
24/10/2020;2.2.6 Laticínios;Diversos;CEF;205,1
24/10/2020;2.2.3 Congelados;Batata, nuggets e onions;CEF;89,7
24/10/2020;2.2.1 Carne;Frango e bacon;CEF;61,46
24/10/2020;2.2.4 Insumos;Leite;CEF;6,7
24/10/2020;2.2.5 Hortifrut;tomate;CEF;17,45
24/10/2020;2.2.8 Bebidas;Pepsi;CEF;26,28
24/10/2020;2.2.7 Doces;Bombom;CEF;55,5
24/10/2020;2.2.1 Carne;Acem;CEF;115,08
24/10/2020;2.4 Entregador;Andre;CAIXA;58
25/10/2020;2.2.1 Carne;Acem;CEF;68,99
25/10/2020;2.4 Entregador;Motoboys Burritos;CEF;28,8
25/10/2020;2.4 Entregador;Bruno;CEF;307,2
27/10/2020;2.2.3 Congelados;Batata, onions e nuggets;CEF;143,9
27/10/2020;2.2.1 Carne;Bacon manta e fatiado;CEF;210,07
27/10/2020;2.2.6 Laticínios;Cheddar e requeijao;CEF;129,8
27/10/2020;2.2.8 Bebidas;Diversos;CEF;318,96
27/10/2020;2.2.4 Insumos;Maionese e sal;CEF;56
27/10/2020;2.3.4 Outros Descartaveis;Copinho de molho;CEF;1,65
28/10/2020;2.2.5 Hortifrut;Alface e tomate;CEF;29,34
28/10/2020;2.3.4 Outros Descartaveis;Colher para molho;CEF;34,5
28/10/2020;2.2.6 Laticínios;Queijo Prato;CEF;113,9
28/10/2020;2.2.8 Bebidas;Guarana;CEF;23,88
28/10/2020;2.6.2 oleo para Fritadeira;Gordura Vegetal;CEF;139
28/10/2020;2.2.1 Carne;Apresuntado;CEF;4,98
28/10/2020;2.2.1 Carne;Acem;CEF;246,35
28/10/2020;2.2.7 Doces;docinhos halloween;CEF;29,5
28/10/2020;2.2.5 Hortifrut;Alface;CEF;9,89
29/10/2020;2.2.4 Insumos;Ovo, farinha, acucar;CEF;56,7
29/10/2020;2.2.1 Carne;Frango sassami;CEF;47,9
29/10/2020;2.2.7 Doces;docinhos halloween;CEF;28,9
28/10/2020;2.2.8 Bebidas;Sucos;CEF;75
29/10/2020;2.2.1 Carne;Acem e pernil;CEF;362,31
29/10/2020;2.2.2 Pao;Gufe;CEF;326,7
29/10/2020;2.4 Entregador;Burritos;CAIXA;18,8
30/10/2020;2.2.7 Doces;Sorvete ;CEF;43
30/10/2020;2.2.5 Hortifrut;Salada e limao;CEF;43,38
30/10/2020;2.2.4 Insumos;Maionese e barbecue;CEF;40,9
30/10/2020;2.2.7 Doces;Bombom;CEF;78,4
30/10/2020;2.2.8 Bebidas;Refri;CEF;60,48
30/10/2020;2.2.1 Carne;Acem;CEF;131,45
30/10/2020;2.4 Entregador;Andre;CAIXA;62
31/10/2020;2.2.1 Carne;Acem;CEF;261,72
31/10/2020;2.2.7 Doces;Mel e geleia;CEF;32,7
31/10/2020;2.2.3 Congelados;Batata, onions e nuggets;CEF;109
31/10/2020;2.2.5 Hortifrut;Pimenta e limao;CEF;26,28
31/10/2020;2.2.6 Laticínios;Queijo Provolone;CEF;21,71
31/10/2020;2.6.1 Gas de cozinha;Cozinha;CAIXA;70
31/10/2020;2.4 Entregador;Bruno;CAIXA;240
31/10/2020;2.4 Entregador;Anderson;CAIXA;58
28/10/2020;2.3.1 Sacolas kraft;500;CAIXA;200
01/11/2020;2.2.2 Pao;Pao Compre Bem;CEF;44,94
01/11/2020;2.2.1 Carne;File mignon suino;CEF;21,68
01/11/2020;2.4 Entregador;Bruno;CAIXA;54
01/11/2020;2.4 Entregador;Anderson;CAIXA;50
03/11/2020;2.2.1 Carne;Acem;CEF;269,68
01/11/2020;2.2.1 Carne;Acem;CAIXA;117,98
01/11/2020;2.2.3 Congelados;Batata frita;CEF;32,4
01/11/2020;2.2.6 Laticínios;Queijo prato;CEF;75,8
04/11/2020;2.2.5 Hortifrut;Alface;CAIXA;5,95
04/11/2020;2.2.8 Bebidas;Refrigerantes;CEF;168,48
05/11/2020;2.2.5 Hortifrut;Diversos;CEF;10,86
05/11/2020;2.2.4 Insumos;Ovo e maionese;CEF;51,9
05/11/2020;2.2.7 Doces;Leite Condensado;CEF;26,1
05/11/2020;2.2.6 Laticínios;Diversos;CEF;203,29
05/11/2020;2.2.3 Congelados;Batata e nuggets;CEF;60,2
05/11/2020;2.2.1 Carne;Bacon;CEF;217,48
05/11/2020;2.2.1 Carne;Acem e Pernil;CEF;390,16
06/11/2020;2.2.1 Carne;Acem e paleta;CAIXA;430,85
06/11/2020;2.2.5 Hortifrut;Tomate;CEF;42,36
06/11/2020;2.2.8 Bebidas;Refri e cerveja;CEF;107,52
06/11/2020;2.2.8 Bebidas;Diversos;CEF;260,02
06/11/2020;2.2.3 Congelados;Batata e nuggets;CEF;30,6
06/11/2020;2.2.5 Hortifrut;Cebola e Alface;CEF;12,37
06/11/2020;2.2.1 Carne;Pernil;CEF;90,7
07/11/2020;2.2.9 Outros;Papel Toalha;CEF;57,2
07/11/2020;2.2.8 Bebidas;Coca e Pepsi;CEF;62,88
07/11/2020;2.2.7 Doces;Bombom;CEF;76,8
07/11/2020;2.2.1 Carne;Bacon e Frango Sassami;CEF;146,07
07/11/2020;2.2.3 Congelados;Fritas e nuggets;CEF;44,9
08/11/2020;2.2.5 Hortifrut;Picles e tomate;CEF;69,7
08/11/2020;2.2.3 Congelados;onions e fritas;CEF;68,8
08/11/2020;2.2.1 Carne;Apresuntado;CEF;4,98
08/11/2020;2.4 Entregador;Bruno;CAIXA;333,5
09/11/2020;2.2.2 Pao;Gufe;CEF;350,1
11/11/2020;2.2.1 Carne;Acem e Pernil;CAIXA;275,6
11/11/2020;2.2.3 Congelados;Batata Frita;CEF;40,47
11/11/2020;2.2.6 Laticínios;Requeijao e Queijo Prato;CEF;128,66
11/11/2020;2.2.5 Hortifrut;Alface, cebola e tomate;CEF;26,28
11/11/2020;2.2.4 Insumos;Maionese;CEF;27,18
11/11/2020;2.2.2 Pao;Gufe;CEF;354
11/11/2020;2.2.8 Bebidas;Suco;CAIXA;75
12/11/2020;2.2.5 Hortifrut;alface;CEF;2,97
12/11/2020;2.2.6 Laticínios;Queijo Prato;CEF;113,7
12/11/2020;2.2.4 Insumos;Maionese, catchup etc;CEF;106,67
12/11/2020;2.2.8 Bebidas;Diversos;CEF;64,44
12/11/2020;2.2.3 Congelados;Diversos;CEF;61,6
12/11/2020;2.2.1 Carne;Bacon ;CEF;107,12
12/11/2020;2.2.9 Outros;Filme PVC;CEF;38,9
13/11/2020;2.2.5 Hortifrut;Diversos;CEF;45,54
13/11/2020;2.2.6 Laticínios;Diversos;CEF;234,01
13/11/2020;2.2.7 Doces;Geleia e Mel;CEF;32,2
13/11/2020;2.2.8 Bebidas;Coca cola;CEF;31,58
13/11/2020;2.2.1 Carne;Acem;CEF;230,99
13/11/2020;2.4 Entregador;Andre;CAIXA;50
13/11/2020;2.6.1 Gas de cozinha;Cozinha;CAIXA;70
13/11/2020;2.2.3 Congelados;Batata Frita;CAIXA;51,6
14/11/2020;2.2.8 Bebidas;Diversos;CEF;148,08
14/11/2020;2.2.7 Doces;Bombom;CEF;76,8
14/11/2020;2.2.5 Hortifrut;Limao e Salsa;CEF;5,51
14/11/2020;2.2.9 Outros;Papel Toalha;CEF;9,35
14/11/2020;2.2.4 Insumos;Diversos;CEF;54,5
14/11/2020;2.2.1 Carne;Acem;CAIXA;231,95
14/11/2020;2.4 Entregador;Andre;CAIXA;78
15/11/2020;2.2.1 Carne;Acem;CAIXA;140,25
15/11/2020;2.2.8 Bebidas;Rum ;CEF;28,9
15/11/2020;2.2.2 Pao;Compre Bem;CEF;36,03
15/11/2020;2.2.5 Hortifrut;Alface;CEF;2,58
15/11/2020;2.2.4 Insumos;oleo;CEF;49,9
15/11/2020;2.2.4 Insumos;Catchup + Ovos;CEF;37,2
15/11/2020;2.2.8 Bebidas;Coca cola e Heineken;CEF;164,04
15/11/2020;2.2.5 Hortifrut;Tomate;CEF;17,31
15/11/2020;2.4 Entregador;Bruno;CEF;343,6
15/11/2020;2.4 Entregador;Burrito;CEF;24,4
16/11/2020;2.2.1 Carne;Vegetariana;CEF;72
17/11/2020;2.2.2 Pao;GUFE;CEF;243,3
18/11/2020;2.2.8 Bebidas;Sucos;CAIXA;75
18/11/2020;2.4 Entregador;Bruno;CAIXA;18,7
18/11/2020;2.2.5 Hortifrut;Alface;CEF;8,97
18/11/2020;2.2.6 Laticínios;Queijo prato e requeijao;CEF;173,7
18/11/2020;2.2.1 Carne;Bacon;CEF;174,89
18/11/2020;2.2.3 Congelados;onions e fritas;CEF;101
18/11/2020;2.2.8 Bebidas;Skol e coca;CEF;57,56
18/11/2020;2.2.1 Carne;Acem;CEF;245,26
19/11/2020;2.4 Entregador;Andre;CAIXA;50
19/11/2020;2.2.1 Carne;Frango sassami;CEF;56,1
19/11/2020;2.2.8 Bebidas;Coca e Pepsi;CEF;86,04
19/11/2020;2.2.5 Hortifrut;Diversos;CEF;40,15
19/11/2020;2.2.6 Laticínios;Queijo Prato e gorgonzola;CEF;88,34
19/11/2020;2.2.4 Insumos;Mostarda e catchup;CEF;21,2
20/11/2020;2.2.8 Bebidas;Ambev;CAIXA;430,85
20/11/2020;2.2.8 Bebidas;Hidromel;CAIXA;60
20/11/2020;2.2.8 Bebidas;Licores;CAIXA;170
20/11/2020;2.2.3 Congelados;Onions;CEF;79,8
20/11/2020;2.2.4 Insumos;Maionese;CEF;55,8
20/11/2020;2.2.1 Carne;Acem e Pernil;CEF;297,04
20/11/2020;2.2.6 Laticínios;Requeijao e Cheddar;CEF;55,8
20/11/2020;2.2.3 Congelados;Nuggets e batata;CEF;93,8
20/11/2020;2.2.1 Carne;Frango;CEF;80,4
20/11/2020;2.2.5 Hortifrut;Alface e rúcula;CEF;10,65
20/11/2020;2.2.8 Bebidas;agua;CEF;37,92
21/11/2020;2.4 Entregador;Andre;CAIXA;54
21/11/2020;2.2.8 Bebidas;Heinekens;CEF;75,8
21/11/2020;2.2.5 Hortifrut;Alface, rúcula e tomate;CEF;28,45
21/11/2020;2.2.3 Congelados;Batata Frita;CEF;68,8
21/11/2020;2.2.7 Doces;Bombom;CEF;101
21/11/2020;2.2.8 Bebidas;Coca cola;CEF;41,58
21/11/2020;2.2.1 Carne;Bacon;CEF;80,84
21/11/2020;2.2.1 Carne;Acem;CEF;232,83
22/11/2020;2.6.1 Gas de cozinha;Cozinha;CAIXA;70
22/11/2020;2.4 Entregador;Marcelo Burrito;CEF;9,2
25/11/2020;2.2.3 Congelados;Batata Frita;CEF;91,8
25/11/2020;2.2.5 Hortifrut;Alface e Rúcula;CEF;36,32
25/11/2020;2.2.8 Bebidas;agua e coca cola;CEF;41,16
25/11/2020;2.2.1 Carne;Acem;CEF;260,2
25/11/2020;2.2.8 Bebidas;Sucos;CAIXA;87,5
26/11/2020;2.2.8 Bebidas;Pepsi, coca e Heineken;CEF;466,68
27/11/2020;2.2.1 Carne;????;CEF;389,41
27/11/2020;2.2.1 Carne;???;CEF;82,5
27/11/2020;2.2.6 Laticínios;Queijo prato e requeijao;CEF;243,22
27/11/2020;2.2.7 Doces;Mel;CEF;45,59
27/11/2020;2.2.4 Insumos;Ovos e catchup;CEF;23,48
27/11/2020;2.2.5 Hortifrut;Alface. Salsa, cebola e tomate;CEF;72,11
27/11/2020;2.6.2 oleo para Fritadeira;Gordura vegetal;CEF;154
27/11/2020;2.2.3 Congelados;Fritas, nuggets e onions;CEF;189,34
27/11/2020;2.2.1 Carne;Sassami;CEF;59,1
27/11/2020;2.2.5 Hortifrut;Hotela, tomate e pepino;CEF;49,34
27/11/2020;2.2.4 Insumos;Sazon e maionese;CEF;55,4
27/11/2020;2.4 Entregador;Andre;CAIXA;74
28/11/2020;2.4 Entregador;Andre;CAIXA;62
28/11/2020;2.6.1 Gas de cozinha;Cozinha;CAIXA;70
28/11/2020;2.2.1 Carne;Pernil e Alface;CEF;38,75
29/11/2020;2.2.1 Carne;Peito de Frango;CEF;30,69
29/11/2020;2.2.1 Carne;Acem;CEF;126,1
29/11/2020;2.2.2 Pao;Compre bem;CEF;26,58
29/11/2020;2.2.5 Hortifrut;Alface e Rúcula;CEF;11,16
29/11/2020;2.2.2 Pao;Gufe;CEF;369,9
29/11/2020;2.4 Entregador;Bruno;CEF;330,15
29/11/2020;2.4 Entregador;Andre;CAIXA;54
02/12/2020;2.2.8 Bebidas;Sucos;CAIXA;62,5
02/12/2020;2.2.1 Carne;Acem;CEF;254,03
02/12/2020;2.2.3 Congelados;Fritas, onions e nuggets;CEF;95,6
02/12/2020;2.2.4 Insumos;Leite;CEF;10,8
02/12/2020;2.2.6 Laticínios;Queijo Prato;CEF;48
02/12/2020;2.2.5 Hortifrut;Alface e tomate;CEF;19,78
02/12/2020;2.2.1 Carne;Sassami;CEF;58,68
02/12/2020;2.2.4 Insumos;Maionese;CEF;42,05
04/12/2020;2.2.8 Bebidas;agua e coca cola;CEF;63,96
04/12/2020;2.2.6 Laticínios;Requeijao e Cheddar e provolone e prato;CEF;217,61
04/12/2020;2.2.5 Hortifrut;Rúcula e alface;CEF;13,94
04/12/2020;2.2.1 Carne;Acem;CEF;127,55
04/12/2020;2.2.8 Bebidas;Ambev;CAIXA;223,5
04/12/2020;2.4 Entregador;Andre;CAIXA;78
05/12/2020;2.2.1 Carne;Acem e Pernil;CEF;314,98
05/12/2020;2.2.4 Insumos;Ovo;CEF;9,8
05/12/2020;2.2.1 Carne;Bacon;CEF;127,42
05/12/2020;2.2.8 Bebidas;Coca e tonica;CEF;58,56
05/12/2020;2.2.5 Hortifrut;Alface e tomarte;CEF;28,04
05/12/2020;2.2.7 Doces;Bombom;CEF;121,2
05/12/2020;2.4 Entregador;Andre;CAIXA;78
05/12/2020;2.6.1 Gas de cozinha;Cozinha;CAIXA;59
06/12/2020;2.2.5 Hortifrut;Alface, cebola e tomate;CEF;17
06/12/2020;2.2.7 Doces;Kitkat;CEF;49,2
06/12/2020;2.2.6 Laticínios;Cream Cheese e Requeijao;CEF;127,5
06/12/2020;2.2.1 Carne;Apresuntado e bacon;CEF;116,08
06/12/2020;2.2.1 Carne;Acem;CEF;257,49
06/12/2020;2.4 Entregador;Andre;CAIXA;54
06/12/2020;2.4 Entregador;Bruno;CEF;293
08/12/2020;2.2.1 Carne;Pernil;CEF;23
09/12/2020;2.2.5 Hortifrut;Alface;CEF;18
09/12/2020;2.2.1 Carne;Acem;CEF;262,89
09/12/2020;2.2.1 Carne;Frango Sassami;CEF;59,1
09/12/2020;2.2.3 Congelados;Batata Frita, nuggets e onions;CEF;156,6
09/12/2020;2.2.5 Hortifrut;Diversos;CEF;107,14
09/12/2020;2.2.6 Laticínios;Queijo Prato e mussarela;CEF;89,85
10/12/2020;2.2.5 Hortifrut;Alface e salsa;CEF;14,71
10/12/2020;2.2.4 Insumos;Maionese e barbecue;CEF;55
10/12/2020;2.2.8 Bebidas;Coca cola e agua;CEF;160,5
11/12/2020;2.2.8 Bebidas;Licores;CAIXA;115
11/12/2020;2.2.4 Insumos;Farinha de trigo e maionese;CEF;48
